TOTAL JOIN TABLE SUMMARY:::::,,,,,,,,,,,
,,,,,,,,,,,
"	FirstValueSource = .\Instrument Errors.xlsx",,,,,,,,,,,
"	SecondValueSource = .\DNA2InstrumentErrorCodes.json",,,,,,,,,,,
ErrorCode_1,ErrorCode_2,ErrorType_1,ErrorType_2,ErrorModule,ErrorModuleSuggestions,ErrorHasMsg_1,ErrorHasMsgSuggestion_1,ErrorMsg_1,ErrorHasMsg_2,ErrorHasMsgSuggestion_2,ErrorMsg_2
TC_RUNSTATE_ERROR_RUNNING,TC_RUNSTATE_ERROR_RUNNING,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_RUNSTATE_ERROR_PAUSED,TC_RUNSTATE_ERROR_PAUSED,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_RUNSTATE_ERROR_HOLD,TC_RUNSTATE_ERROR_HOLD,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_RUNSTATE_ERROR_SELF_TEST,TC_RUNSTATE_ERROR_SELF_TEST,Warning,Warning,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC runstate error self test
TC_RUNSTATE_ERROR_INCUBATE,TC_RUNSTATE_ERROR_INCUBATE,Warning,Warning,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC runstate error incubate
TC_RUNSTATE_ERROR_ABORT,TC_RUNSTATE_ERROR_ABORT,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_RUNSTATE_ERROR_INST_CHECK,TC_RUNSTATE_ERROR_INST_CHECK,Warning,Warning,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC runstate error inst check
TC_DOWNLOAD_FAILED_MESSAGE_LENGTH,TC_DOWNLOAD_FAILED_MESSAGE_LENGTH,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_DOWNLOAD_FAILED_LINK_STATUS,TC_DOWNLOAD_FAILED_LINK_STATUS,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_DOWNLOAD_FAILED_FUNC_ID,TC_DOWNLOAD_FAILED_FUNC_ID,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_DOWNLOAD_FAILED_TIMEOUT,TC_DOWNLOAD_FAILED_TIMEOUT,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_UNKNOWN_DOWNLOAD_FAILED,TC_UNKNOWN_DOWNLOAD_FAILED,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
LOCAL_CONTROLLER_TO_TC_DOWNLOAD_FAILED,LOCAL_CONTROLLER_TO_TC_DOWNLOAD_FAILED,ServiceCall,ServiceCall,Instrument,"TC,Instrument",TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_INSTRUMENT_TO_LOCAL_CONTROLLER_FAILED,TC_INSTRUMENT_TO_LOCAL_CONTROLLER_FAILED,ServiceCall,ServiceCall,TC,"TC,Instrument",TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_OPERATION_NOT_ALLOWED_ERROR,TC_OPERATION_NOT_ALLOWED_ERROR,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_UNKNOWN_ERROR,TC_UNKNOWN_ERROR,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC unknown error
TC_LID_ERROR_NO_CHIP_DETECTED,TC_LID_ERROR_NO_CHIP_DETECTED,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC lid error no chip detected
TC_LID_ERROR_CHIP_PLACEMENT,TC_LID_ERROR_CHIP_PLACEMENT,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC lid error chip placement
TC_LID_UNKNOWN_ERROR,TC_LID_UNKNOWN_ERROR,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC lid unknown error
TC_LID_AXIS_ERROR_FALTED,TC_LID_AXIS_ERROR_FALTED,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_AXIS_ERROR_ENCODER_COUNT_DOES_NOT_MATCH_CSPIN,TC_LID_AXIS_ERROR_ENCODER_COUNT_DOES_NOT_MATCH_CSPIN,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_AXIS_ERROR_CSPIN_COUNT_DOES_NOT_MATCH_REQUESTED,TC_LID_AXIS_ERROR_CSPIN_COUNT_DOES_NOT_MATCH_REQUESTED,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_AXIS_ERROR_TIMED_OUT,TC_LID_AXIS_ERROR_TIMED_OUT,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_AXIS_UNKNOWN_ERROR,TC_LID_AXIS_UNKNOWN_ERROR,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,TC lid axis unknown error
TC_LID_ADC_BASED_MOTION_ERROR_ABORTED_ADC_CHANGED,TC_LID_ADC_BASED_MOTION_ERROR_ABORTED_ADC_CHANGED,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_ADC_BASED_MOTION_ERROR_KILL_SWITCH_STOPPED_MOTOR,TC_LID_ADC_BASED_MOTION_ERROR_KILL_SWITCH_STOPPED_MOTOR,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_ADC_BASED_MOTION_ERROR_NOT_ENOUGH_ADC_RANGE,TC_LID_ADC_BASED_MOTION_ERROR_NOT_ENOUGH_ADC_RANGE,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_ADC_BASED_MOTION_ERROR_CSPIN_COUNT_DOES_NOT_MATCH_REQUESTED,TC_LID_ADC_BASED_MOTION_ERROR_CSPIN_COUNT_DOES_NOT_MATCH_REQUESTED,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_ADC_BASED_MOTION_ERROR_ENCODER_COUNT_DOES_NOT_MATCH_CSPIN_AT_BOTTOM,TC_LID_ADC_BASED_MOTION_ERROR_ENCODER_COUNT_DOES_NOT_MATCH_CSPIN_AT_BOTTOM,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_ADC_BASED_MOTION_ERROR_ENCOUDER_COUNT_DOES_NOT_MATCH_CSPIN,TC_LID_ADC_BASED_MOTION_ERROR_ENCOUDER_COUNT_DOES_NOT_MATCH_CSPIN,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
TC_LID_ADC_BASED_MOTION_UNKNOWN_ERROR,TC_LID_ADC_BASED_MOTION_UNKNOWN_ERROR,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_DG_MISSING,PLATE_RESOURCE_DG_MISSING,ServiceCall,ServiceCall,Instrument,DG,TRUE,TRUE,"A Droplet Generator error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_DG_IN_ERROR,PLATE_RESOURCE_DG_IN_ERROR,ServiceCall,ServiceCall,Instrument,DG,TRUE,TRUE,"A Droplet Generator error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_TC_MISSING,PLATE_RESOURCE_TC_MISSING,ServiceCall,ServiceCall,Instrument,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_TC_IN_ERROR,PLATE_RESOURCE_TC_IN_ERROR,ServiceCall,ServiceCall,Instrument,TC,TRUE,TRUE,"A Thermal Cycler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_DR_MISSING,PLATE_RESOURCE_DR_MISSING,ServiceCall,ServiceCall,Instrument,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_DR_IN_ERROR,PLATE_RESOURCE_DR_IN_ERROR,ServiceCall,ServiceCall,Instrument,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
PLATE_RESOURCE_PH_MISSING,PLATE_RESOURCE_PH_MISSING,ServiceCall,ServiceCall,Instrument,PlateHandler,TRUE,TRUE,"A Plate Handler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
